51,87,Private,867487,11th,12,Divorced,Armed-Forces,Wife,Black,Female,14314,3105,87,Hungary
52,46,Without-pay,482839,HS-grad,14,Married-spouse-absent,Machine-op-inspct,Wife,White,Female,31624,3132,41,Poland
53,56,Private,367586,Preschool,4,Never-married,Machine-op-inspct,Other-relative,White,Female,37302,2686,25,Jamaica
54,40,Self-emp-inc,575108,Assoc-voc,13,Married-spouse-absent,Other-service,Other-relative,Other,Female,10698,625,94,Poland
55,30,Self-emp-inc,269541,Some-college,9,Separated,Prof-specialty,Not-in-family,Other,Female,9460,1552,96,El-Salvador
56,21,Private,806235,11th,13,Widowed,Adm-clerical,Unmarried,Other,Female,863,3613,9,Mexico
57,41,Federal-gov,276532,Preschool,7,Married-civ-spouse,Armed-Forces,Wife,Amer-Indian-Eskimo,Female,27587,3577,53,Iran
58,44,Federal-gov,870353,Assoc-acdm,15,Never-married,Craft-repair,Not-in-family,Black,Female,23352,517,6,Jamaica
59,18,Federal-gov,565799,1st-4th,13,Widowed,Farming-fishing,Unmarried,Black,Female,18922,2481,65,Haiti
60,78,Local-gov,80318,12th,11,Married-AF-spouse,Prof-specialty,Wife,Black,Female,23493,1228,11,Cuba
61,78,Local-gov,703276,Assoc-acdm,4,Widowed,Other-service,Wife,White,Female,5344,3616,99,Columbia
62,49,Federal-gov,1161816,11th,8,Married-AF-spouse,Prof-specialty,Own-child,Black,Female,38706,3213,75,Honduras
63,64,Self-emp-not-inc,226564,Preschool,12,Married-civ-spouse,Craft-repair,Unmarried,Other,Female,12194,3576,26,Philippines
64,32,Federal-gov,1400589,Assoc-voc,11,Married-civ-spouse,Craft-repair,Unmarried,Asian-Pac-Islander,Female,2177,371,93,Philippines
65,22,Without-pay,61126,Assoc-voc,7,Widowed,Craft-repair,Husband,Black,Female,11815,297,41,Laos
66,36,Private,909911,Doctorate,1,Married-spouse-absent,Prof-specialty,Not-in-family,Black,Female,11433,2678,94,Mexico
67,81,Self-emp-inc,669420,7th-8th,4,Married-AF-spouse,Handlers-cleaners,Unmarried,Black,Female,34900,724,75,United-States
68,43,Private,666979,9th,11,Never-married,Transport-moving,Other-relative,Black,Female,7647,2517,31,Honduras
69,64,Private,1088302,1st-4th,14,Married-spouse-absent,Protective-serv,Husband,Black,Female,25521,1698,30,Poland
70,17,Local-gov,332666,HS-grad,13,Married-spouse-absent,Protective-serv,Other-relative,Asian-Pac-Islander,Female,39057,2778,71,Poland
71,50,Self-emp-inc,98177,Assoc-acdm,1,Married-civ-spouse,Exec-managerial,Unmarried,Other,Female,12033,414,33,Laos
72,81,Private,842555,Assoc-acdm,16,Never-married,Sales,Other-relative,Asian-Pac-Islander,Female,2751,3499,95,Hong
73,29,Self-emp-inc,426664,Preschool,2,Widowed,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,21248,255,56,Canada
74,74,Self-emp-inc,896708,1st-4th,16,Married-AF-spouse,Priv-house-serv,Wife,Amer-Indian-Eskimo,Female,26055,141,40,Greece
75,87,Private,1191498,Masters,3,Married-civ-spouse,Machine-op-inspct,Husband,Black,Female,8084,2271,93,Scotland
76,36,Self-emp-not-inc,934324,5th-6th,6,Married-AF-spouse,Tech-support,Wife,Amer-Indian-Eskimo,Female,25650,2998,80,England
77,44,Self-emp-inc,610503,Doctorate,11,Married-spouse-absent,Prof-specialty,Own-child,Amer-Indian-Eskimo,Female,15047,964,78,Yugoslavia
78,60,Self-emp-not-inc,1437430,9th,16,Married-civ-spouse,Handlers-cleaners,Wife,Amer-Indian-Eskimo,Female,8991,548,41,United-States
79,75,Private,1418156,5th-6th,9,Never-married,Prof-specialty,Wife,Other,Female,29416,1824,97,Holand-Netherlands
80,18,Without-pay,1313396,Preschool,5,Married-AF-spouse,Protective-serv,Unmarried,White,Female,26171,2618,81,China
81,84,State-gov,773751,Bachelors,1,Separated,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,31383,423,43,Greece
82,39,Private,983526,Masters,10,Divorced,Handlers-cleaners,Wife,Black,Female,23262,1353,86,Poland
83,63,Without-pay,456927,Prof-school,4,Married-spouse-absent,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Female,15810,3899,92,Taiwan
84,37,Local-gov,313632,11th,8,Married-civ-spouse,Transport-moving,Other-relative,Other,Female,19920,2528,71,Holand-Netherlands
85,20,Private,820637,Masters,1,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,25979,3474,86,Ireland
86,21,Self-emp-not-inc,748654,Assoc-voc,2,Married-AF-spouse,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Female,22130,305,1,India
87,20,Federal-gov,762416,Bachelors,14,Widowed,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,2356,1939,77,Philippines
88,44,State-gov,682544,7th-8th,12,Never-married,Farming-fishing,Own-child,White,Female,32283,1405,14,Mexico
89,58,Without-pay,1094294,Preschool,2,Married-civ-spouse,Craft-repair,Own-child,White,Female,10442,1670,51,Thailand
90,35,Self-emp-not-inc,35141,9th,12,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Female,20293,4469,30,China
91,67,Federal-gov,1168530,7th-8th,7,Married-AF-spouse,Priv-house-serv,Own-child,White,Female,4309,1987,77,Scotland
92,35,Local-gov,777243,9th,11,Separated,Craft-repair,Other-relative,Other,Female,31668,2642,15,Ireland
93,46,Federal-gov,627250,Bachelors,1,Separated,Protective-serv,Husband,Asian-Pac-Islander,Female,4249,3077,25,Peru
94,22,Without-pay,128692,10th,9,Married-spouse-absent,Prof-specialty,Wife,White,Female,17533,3006,89,Taiwan
95,27,State-gov,1182593,Prof-school,9,Divorced,Tech-support,Not-in-family,Asian-Pac-Islander,Female,16659,4476,12,Laos
96,47,State-gov,1323322,HS-grad,11,Widowed,Prof-specialty,Own-child,Other,Female,29929,3120,73,Japan
97,66,Federal-gov,976100,Some-college,2,Married-spouse-absent,Priv-house-serv,Unmarried,Other,Female,10902,4455,73,Poland
98,89,Federal-gov,641181,5th-6th,1,Widowed,Craft-repair,Not-in-family,White,Female,4283,3528,68,Cuba
99,54,Without-pay,752507,Masters,4,Divorced,Craft-repair,Own-child,Other,Female,29095,1983,4,Puerto-Rico
100,21,Private,58736,7th-8th,8,Married-spouse-absent,Exec-managerial,Unmarried,Other,Female,31445,3633,70,Honduras
101,73,State-gov,1277005,5th-6th,5,Separated,Exec-managerial,Wife,Other,Female,27791,1209,52,Scotland
102,20,Self-emp-inc,794678,Preschool,13,Divorced,Craft-repair,Husband,Other,Female,34193,3957,40,Dominican-Republic
103,88,Federal-gov,474465,7th-8th,12,Never-married,Exec-managerial,Wife,Black,Female,12753,4263,4,Mexico
104,79,Private,234736,Prof-school,4,Separated,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Female,35416,2092,73,Haiti
105,73,Without-pay,928868,Assoc-acdm,15,Married-civ-spouse,Transport-moving,Unmarried,White,Female,33961,3666,96,Holand-Netherlands
106,73,Private,201352,Assoc-acdm,3,Widowed,Tech-support,Not-in-family,Black,Female,30369,628,34,Laos
107,49,Private,476203,HS-grad,3,Widowed,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,33204,1975,83,Vietnam
108,61,Private,943639,Masters,7,Married-AF-spouse,Adm-clerical,Own-child,Black,Female,3877,1197,66,Haiti
109,56,Without-pay,523192,1st-4th,2,Divorced,Sales,Husband,Other,Female,27504,2601,51,China
110,88,Local-gov,980088,Prof-school,11,Married-spouse-absent,Craft-repair,Wife,Other,Female,37321,2160,48,Vietnam
111,43,State-gov,377826,Masters,14,Separated,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,24928,1959,23,United-States
112,81,Self-emp-inc,439611,7th-8th,10,Never-married,Farming-fishing,Husband,Other,Female,7957,2585,59,Outlying-US(Guam-USVI-etc)
113,54,Local-gov,1180145,11th,13,Never-married,Craft-repair,Husband,Amer-Indian-Eskimo,Female,14075,4234,41,India
114,30,Self-emp-inc,508872,11th,15,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Female,29234,1096,68,Ecuador
115,71,Private,527627,Masters,15,Separated,Protective-serv,Own-child,Other,Female,30373,3355,5,Germany
116,80,Without-pay,943672,5th-6th,2,Widowed,Tech-support,Wife,White,Female,32418,4018,75,Trinadad&Tobago
117,36,Local-gov,109627,HS-grad,1,Divorced,Other-service,Husband,Asian-Pac-Islander,Female,2090,3441,79,Nicaragua
118,85,Federal-gov,932617,11th,9,Divorced,Transport-moving,Unmarried,Black,Female,11137,1123,5,Hungary
119,47,Private,486502,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Unmarried,Amer-Indian-Eskimo,Female,3037,4115,75,Greece
120,74,Local-gov,293751,Assoc-acdm,9,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,5758,785,70,India
121,53,Without-pay,891778,HS-grad,3,Married-AF-spouse,Priv-house-serv,Husband,Black,Female,820,3790,60,Mexico
122,85,Local-gov,79988,Bachelors,7,Married-civ-spouse,Handlers-cleaners,Husband,Other,Female,22766,2119,41,Cuba
123,81,Local-gov,1220061,Assoc-acdm,7,Married-AF-spouse,Craft-repair,Unmarried,Other,Female,21450,3170,52,Philippines
124,71,Without-pay,512137,7th-8th,2,Widowed,Adm-clerical,Wife,White,Female,35368,1886,97,Trinadad&Tobago
125,27,Private,602549,7th-8th,2,Never-married,Tech-support,Other-relative,Other,Female,17408,3287,23,Scotland
126,77,Self-emp-not-inc,592263,Assoc-acdm,13,Married-spouse-absent,Craft-repair,Wife,Asian-Pac-Islander,Female,27002,507,60,Greece
127,63,Without-pay,185971,Assoc-acdm,3,Married-AF-spouse,Armed-Forces,Wife,Asian-Pac-Islander,Female,23948,261,44,Mexico
128,31,Self-emp-inc,185057,Some-college,5,Never-married,Armed-Forces,Husband,Black,Female,3638,1383,77,Taiwan
129,28,Federal-gov,501387,10th,10,Divorced,Exec-managerial,Not-in-family,White,Female,10415,3404,69,Thailand
130,31,Self-emp-inc,447454,5th-6th,7,Married-civ-spouse,Exec-managerial,Other-relative,White,Female,41093,1104,62,Vietnam
131,38,Federal-gov,838384,Preschool,5,Divorced,Priv-house-serv,Husband,Asian-Pac-Islander,Female,20876,1551,18,Cambodia
132,24,Federal-gov,73633,5th-6th,6,Married-civ-spouse,Protective-serv,Own-child,Black,Female,8911,3455,88,El-Salvador
133,62,Local-gov,116980,10th,8,Married-civ-spouse,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,24898,1010,33,France
134,81,State-gov,270556,11th,16,Separated,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Female,11958,2129,89,Jamaica
135,89,Self-emp-inc,847346,Assoc-acdm,9,Widowed,Transport-moving,Wife,Amer-Indian-Eskimo,Female,32444,4237,60,Thailand
136,51,Private,385922,Assoc-voc,2,Married-spouse-absent,Transport-moving,Husband,Other,Female,37720,1178,34,El-Salvador
137,83,Local-gov,1437596,Prof-school,12,Married-civ-spouse,Adm-clerical,Own-child,White,Female,34194,3251,68,Thailand
138,39,Self-emp-inc,621637,Doctorate,8,Separated,Transport-moving,Other-relative,Other,Female,29673,1530,72,Iran
139,61,Private,15951,Some-college,4,Never-married,Exec-managerial,Not-in-family,White,Female,5140,3343,83,Philippines
140,37,Self-emp-inc,1134475,Bachelors,10,Separated,Prof-specialty,Wife,Asian-Pac-Islander,Female,6154,1568,75,India
141,84,Local-gov,1174487,Prof-school,12,Widowed,Handlers-cleaners,Not-in-family,Other,Female,6966,4189,12,Taiwan
142,75,Self-emp-not-inc,1029598,12th,11,Widowed,Prof-specialty,Unmarried,White,Female,35823,3693,21,Thailand
143,61,Self-emp-inc,668343,Masters,13,Separated,Protective-serv,Not-in-family,Black,Female,21798,2579,72,Haiti
144,17,Without-pay,1184871,Assoc-voc,1,Married-civ-spouse,Handlers-cleaners,Wife,Asian-Pac-Islander,Female,17338,3040,50,Dominican-Republic
145,76,Self-emp-not-inc,720451,7th-8th,1,Never-married,Armed-Forces,Other-relative,Black,Female,9404,920,29,Scotland
146,90,Self-emp-inc,448491,Doctorate,8,Widowed,Protective-serv,Other-relative,White,Female,32020,1255,96,Guatemala
147,63,Self-emp-not-inc,615274,Prof-school,6,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,35186,2656,23,Jamaica
148,51,Local-gov,32582,Doctorate,10,Married-AF-spouse,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,18934,742,36,Germany
149,25,Federal-gov,40734,1st-4th,8,Married-spouse-absent,Other-service,Unmarried,Amer-Indian-Eskimo,Female,35806,2832,37,Dominican-Republic
150,47,Without-pay,39753,5th-6th,9,Never-married,Other-service,Unmarried,Black,Female,37177,4118,36,Scotland
151,21,Federal-gov,1170843,Doctorate,9,Widowed,Transport-moving,Husband,Amer-Indian-Eskimo,Female,34803,341,98,Taiwan
152,56,Self-emp-inc,921373,Prof-school,12,Married-spouse-absent,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,24283,1719,32,Haiti
153,56,Local-gov,232699,5th-6th,2,Never-married,Priv-house-serv,Husband,Asian-Pac-Islander,Female,32547,2538,41,El-Salvador
154,65,State-gov,220026,12th,3,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,5228,4356,47,Vietnam
155,43,Self-emp-not-inc,722604,5th-6th,1,Never-married,Other-service,Own-child,White,Female,10621,3987,48,Haiti
156,38,State-gov,807302,Assoc-voc,12,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,34207,2306,88,Puerto-Rico
157,19,Without-pay,828223,Bachelors,13,Married-spouse-absent,Sales,Own-child,Black,Female,5464,773,5,Puerto-Rico
158,52,Self-emp-not-inc,1084056,Preschool,4,Widowed,Sales,Wife,Asian-Pac-Islander,Female,1228,3329,75,Poland
159,17,Self-emp-not-inc,27194,12th,6,Married-AF-spouse,Craft-repair,Husband,Other,Female,39817,3685,69,Portugal
160,68,State-gov,254440,11th,12,Married-civ-spouse,Tech-support,Husband,Other,Female,16559,1169,93,Philippines
161,22,Local-gov,981942,1st-4th,7,Separated,Prof-specialty,Own-child,Asian-Pac-Islander,Female,30740,1959,41,Philippines
162,46,Federal-gov,1341494,5th-6th,10,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,177,3098,41,Guatemala
163,50,State-gov,105189,1st-4th,1,Married-AF-spouse,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Female,21642,3518,50,Greece
164,27,Private,1074186,10th,2,Never-married,Craft-repair,Unmarried,Asian-Pac-Islander,Female,23658,3452,96,Ireland
165,51,Self-emp-not-inc,1000750,Prof-school,8,Married-AF-spouse,Craft-repair,Other-relative,Black,Female,18816,132,57,Yugoslavia
166,48,Self-emp-inc,163630,HS-grad,10,Divorced,Farming-fishing,Wife,Amer-Indian-Eskimo,Female,38225,3184,95,Haiti
167,79,Local-gov,1397538,1st-4th,8,Never-married,Priv-house-serv,Unmarried,White,Female,14338,3582,81,South
168,50,Local-gov,986366,12th,2,Divorced,Craft-repair,Other-relative,Amer-Indian-Eskimo,Female,6092,1776,42,Canada
169,76,State-gov,1182058,9th,7,Married-AF-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,Female,37704,3670,42,Columbia
170,41,Without-pay,375434,HS-grad,7,Married-civ-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,Female,575,1594,55,Italy
171,26,Private,1069639,10th,2,Widowed,Protective-serv,Not-in-family,White,Female,36269,3381,51,Dominican-Republic
172,80,State-gov,487789,Prof-school,5,Divorced,Adm-clerical,Wife,Black,Female,6372,3337,36,Trinadad&Tobago
173,86,Local-gov,620526,Assoc-voc,8,Married-AF-spouse,Adm-clerical,Own-child,Black,Female,11323,1685,29,Hong
174,59,Without-pay,758139,Assoc-voc,4,Separated,Craft-repair,Husband,White,Female,19826,1408,8,Trinadad&Tobago
175,84,Private,402969,10th,15,Married-spouse-absent,Craft-repair,Husband,Black,Female,5205,2537,19,South
176,47,Local-gov,1348383,12th,11,Separated,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Female,17186,4518,8,El-Salvador
177,46,Private,977619,11th,12,Divorced,Craft-repair,Wife,Amer-Indian-Eskimo,Female,14998,885,18,India
178,48,Without-pay,943215,Assoc-acdm,14,Never-married,Craft-repair,Wife,Other,Female,36652,750,95,Cuba
179,55,State-gov,1103776,7th-8th,2,Never-married,Protective-serv,Unmarried,White,Female,7679,3149,56,India
180,20,Federal-gov,1138820,Some-college,13,Married-civ-spouse,Other-service,Own-child,Asian-Pac-Islander,Female,34475,1521,73,Iran
181,43,Federal-gov,1298593,11th,15,Never-married,Tech-support,Unmarried,Other,Female,9360,1351,53,Canada
182,63,State-gov,1260624,Bachelors,11,Divorced,Exec-managerial,Husband,Asian-Pac-Islander,Female,24528,1845,1,Holand-Netherlands
183,29,Federal-gov,405934,11th,3,Separated,Adm-clerical,Unmarried,Other,Female,16255,238,79,Iran
184,76,Self-emp-not-inc,1034532,Prof-school,2,Widowed,Craft-repair,Husband,Amer-Indian-Eskimo,Female,13591,75,92,Outlying-US(Guam-USVI-etc)
185,74,Without-pay,800788,HS-grad,11,Widowed,Transport-moving,Unmarried,Other,Female,31926,2701,1,Canada
186,59,Local-gov,1066278,7th-8th,9,Divorced,Craft-repair,Own-child,Amer-Indian-Eskimo,Female,27845,2003,97,Italy
187,51,State-gov,1455750,7th-8th,6,Divorced,Protective-serv,Own-child,White,Female,30463,1088,74,Mexico
188,40,Self-emp-inc,385715,Masters,7,Separated,Exec-managerial,Own-child,Asian-Pac-Islander,Female,2354,1397,95,Poland
189,40,Self-emp-not-inc,1468042,Doctorate,7,Married-civ-spouse,Handlers-cleaners,Husband,Other,Female,5918,4404,84,Iran
190,40,State-gov,858134,9th,6,Married-civ-spouse,Protective-serv,Wife,Black,Female,10310,2470,93,Germany
191,86,Federal-gov,295957,Prof-school,15,Married-AF-spouse,Sales,Other-relative,Black,Female,26293,1382,58,Taiwan
192,25,Self-emp-not-inc,1170242,Masters,10,Married-civ-spouse,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,3970,3073,77,Ireland
193,46,Without-pay,916918,Prof-school,10,Divorced,Transport-moving,Unmarried,Black,Female,9493,3704,66,Poland
194,85,Self-emp-not-inc,1380178,11th,16,Married-AF-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,21652,2059,5,Philippines
195,85,Without-pay,1417202,Assoc-voc,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,32692,431,95,South
196,75,State-gov,825912,Bachelors,11,Married-civ-spouse,Priv-house-serv,Own-child,Amer-Indian-Eskimo,Female,3594,3829,72,India
197,36,State-gov,1174723,5th-6th,12,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,40066,4214,78,Iran
198,77,Self-emp-inc,1450826,Masters,14,Married-AF-spouse,Farming-fishing,Wife,Amer-Indian-Eskimo,Female,23917,1675,17,Haiti
199,54,Private,542476,11th,6,Widowed,Other-service,Wife,White,Female,26207,3584,28,Ecuador
200,54,State-gov,626867,Preschool,4,Married-civ-spouse,Protective-serv,Wife,Other,Female,16607,3700,74,Germany
201,20,Federal-gov,1229249,10th,14,Separated,Farming-fishing,Wife,Other,Female,17473,4121,75,Puerto-Rico
202,49,Without-pay,1110385,11th,6,Married-spouse-absent,Machine-op-inspct,Other-relative,Other,Female,38115,287,59,Hong
203,41,Without-pay,1290080,Assoc-acdm,3,Divorced,Handlers-cleaners,Unmarried,Black,Female,40709,2406,96,Hong
204,32,Self-emp-not-inc,1199340,Bachelors,13,Divorced,Priv-house-serv,Own-child,Amer-Indian-Eskimo,Female,3253,332,64,Nicaragua
205,27,Without-pay,1478826,Doctorate,8,Divorced,Handlers-cleaners,Unmarried,Amer-Indian-Eskimo,Female,38618,1362,28,India
206,86,State-gov,694908,10th,3,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Female,2091,1673,51,Poland
207,25,State-gov,508323,12th,9,Married-spouse-absent,Priv-house-serv,Own-child,Asian-Pac-Islander,Female,36222,1300,68,El-Salvador
208,68,Self-emp-inc,222630,Preschool,1,Married-civ-spouse,Priv-house-serv,Unmarried,Asian-Pac-Islander,Female,31704,2312,77,Scotland
209,37,Federal-gov,400340,5th-6th,14,Married-spouse-absent,Priv-house-serv,Not-in-family,Black,Female,18014,425,60,India
210,53,Local-gov,1114271,11th,12,Widowed,Craft-repair,Own-child,White,Female,575,2678,36,Hong
211,87,Federal-gov,647754,Masters,10,Married-spouse-absent,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,10182,2499,44,Taiwan
212,26,Private,321825,Assoc-acdm,16,Married-spouse-absent,Craft-repair,Other-relative,Other,Female,22689,3129,44,Cuba
213,65,Private,1365241,Assoc-acdm,15,Separated,Exec-managerial,Other-relative,Black,Female,18058,1901,1,Trinadad&Tobago
214,85,Self-emp-inc,20756,5th-6th,16,Married-civ-spouse,Priv-house-serv,Own-child,Amer-Indian-Eskimo,Female,16362,584,59,United-States
215,76,Self-emp-not-inc,106260,Preschool,14,Widowed,Prof-specialty,Wife,Black,Female,27228,1688,29,Dominican-Republic
216,41,Self-emp-inc,331943,1st-4th,7,Separated,Farming-fishing,Not-in-family,Black,Female,40893,2815,82,Hong
