,age,workclass,fnlwgt,education,education_num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
42,18,Self-emp-inc,581275,11th,5,Never-married,Machine-op-inspct,Not-in-family,White,Female,27683,1360,12,Nicaragua
43,33,Local-gov,656494,9th,3,Widowed,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Female,38123,1860,50,France
44,77,Self-emp-inc,460864,1st-4th,1,Widowed,Tech-support,Not-in-family,Asian-Pac-Islander,Female,6197,1578,9,Scotland
45,45,Without-pay,622073,11th,14,Married-civ-spouse,Armed-Forces,Not-in-family,White,Female,14152,3258,28,Ireland
46,68,Federal-gov,66743,Masters,12,Widowed,Protective-serv,Husband,Amer-Indian-Eskimo,Female,31460,228,53,Scotland
47,66,Local-gov,736758,Bachelors,8,Divorced,Handlers-cleaners,Not-in-family,Black,Female,9316,4103,18,England
48,42,Self-emp-not-inc,573363,Assoc-voc,7,Never-married,Craft-repair,Own-child,Amer-Indian-Eskimo,Female,21412,4025,48,Hong
49,28,Self-emp-inc,117938,7th-8th,7, Separated,Machine-op-inspct,Not-in-family,White,Female,23048,720,31,Hong
50,48,Local-gov,369745,Doctorate,5,Widowed,Protective-serv,Unmarried,White,Female,11652,1304,45,Iran
51,74,Self-emp-not-inc,654574,Bachelors,6,Married-AF-spouse,Handlers-cleaners,Unmarried,Other,Female,2817,1858,69,United-States
52,41,Private,1039390,12th,12,Divorced,Armed-Forces,Not-in-family,Other,Female,7390,1017,89,Mexico
53,43,Local-gov,965769,10th,6,Divorced,Armed-Forces,Wife,Other,Female,22302,583,88,Laos
54,48,Federal-gov,1365718,Masters,12,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,4266,3958,48,Philippines
55,36,Self-emp-not-inc,1006683,11th,15,Divorced,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,9516,1911,73,Yugoslavia
56,60,Without-pay,230786,Assoc-voc,15,Married-spouse-absent,Other-service,Husband,White,Female,23120,703,34,Dominican-Republic
57,58,Private,1226133,11th,14,Married-civ-spouse,Adm-clerical,Own-child,Asian-Pac-Islander,Female,11440,518,2,Hungary
58,50,Federal-gov,66265,Assoc-voc,15,Divorced,Farming-fishing,Other-relative,Asian-Pac-Islander,Female,3260,1489,29,United-States
59,43,Private,481363,Assoc-voc,6, Separated,Handlers-cleaners,Wife,Amer-Indian-Eskimo,Female,20072,4209,44,Portugal
60,55,Local-gov,57143,11th,3,Married-spouse-absent,Craft-repair,Not-in-family,White,Female,635,3423,42,Hungary
61,66,Self-emp-not-inc,178511,9th,8,Married-AF-spouse,Sales,Unmarried,Asian-Pac-Islander,Female,33158,326,57,Cuba
62,90,Without-pay,737244,Bachelors,4,Married-spouse-absent,Priv-house-serv,Unmarried,Asian-Pac-Islander,Female,28061,2672,49,France
63,78,Local-gov,1376999,Preschool,15,Widowed,Exec-managerial,Husband,Asian-Pac-Islander,Female,6660,1782,96,Nicaragua
64,41,Private,258519,Masters,8,Widowed,Farming-fishing,Husband,Amer-Indian-Eskimo,Female,12689,2344,84,Ecuador
65,49,Self-emp-inc,211868,5th-6th,14,Widowed,Tech-support,Unmarried,Amer-Indian-Eskimo,Female,9340,2992,27,Japan
66,73,Local-gov,1154937,Masters,1,Married-spouse-absent,Machine-op-inspct,Other-relative,Black,Female,5785,2924,48,India
67,86,Self-emp-inc,988924,Assoc-acdm,12,Married-spouse-absent,Priv-house-serv,Wife,Black,Female,10618,1592,46,China
68,42,Self-emp-inc,82720,Doctorate,4,Married-AF-spouse,Tech-support,Wife,Black,Female,31020,2191,88,Portugal
69,53,State-gov,477188,11th,5,Divorced,Tech-support,Husband,Asian-Pac-Islander,Female,39233,1323,76,Germany
70,63,State-gov,1432371,Assoc-acdm,2,Married-spouse-absent,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,7049,313,66,Puerto-Rico
71,53,Self-emp-not-inc,1056531,Prof-school,1,Widowed,Exec-managerial,Wife,Other,Female,3796,436,39,Holand-Netherlands
72,28,Self-emp-inc,901612,Assoc-acdm,9,Married-AF-spouse,Machine-op-inspct,Husband,White,Female,35268,829,65,China
73,84,Self-emp-not-inc,969712,Preschool,9,Married-AF-spouse,Prof-specialty,Own-child,Asian-Pac-Islander,Female,20775,2855,14,Honduras
74,43,Private,1067634,Some-college,15,Divorced,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,3209,3675,98,Columbia
75,26,Private,592485,Prof-school,11,Divorced,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Female,12261,2703,77,France
76,80,State-gov,205520,HS-grad,1,Married-civ-spouse,Farming-fishing,Unmarried,Asian-Pac-Islander,Female,18484,1635,92,Canada
77,29,Self-emp-inc,105561,Masters,11,Married-spouse-absent,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,26508,4101,11,Philippines
78,76,Federal-gov,795407,9th,12, Separated,Farming-fishing,Not-in-family,Asian-Pac-Islander,Female,18404,1442,54,United-States
79,40,Private,189429,9th,16,Married-civ-spouse,Adm-clerical,Wife,White,Female,5139,1483,72,Cambodia
80,51,State-gov,400229,Some-college,10,Married-civ-spouse,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,34167,1461,9,Greece
81,77,State-gov,748409,Some-college,7,Never-married,Transport-moving,Husband,Other,Female,39183,3557,44,Philippines
82,62,Federal-gov,729512,1st-4th,5,Married-AF-spouse,Priv-house-serv,Not-in-family,White,Female,17111,4123,23,Jamaica
83,46,Private,16431,Masters,2,Married-AF-spouse,Farming-fishing,Own-child,Asian-Pac-Islander,Female,28250,1570,40,Trinadad&Tobago
84,30,Federal-gov,627518,5th-6th,12, Separated,Prof-specialty,Not-in-family,Other,Female,725,1956,84,Guatemala
85,60,Private,776923,5th-6th,16,Never-married,Tech-support,Unmarried,White,Female,37664,90,35,Iran
86,86,Without-pay,656060,1st-4th,3,Married-AF-spouse,Prof-specialty,Wife,Black,Female,40718,3110,98,Outlying-US(Guam-USVI-etc)
87,81,Private,1191644,9th,12,Married-civ-spouse,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,27254,2322,53,Canada
88,20,Private,168188,Masters,12,Married-civ-spouse,Other-service,Wife,White,Female,22150,469,95,Taiwan
89,18,Federal-gov,1184416,11th,9,Married-civ-spouse,Tech-support,Other-relative,Amer-Indian-Eskimo,Female,26810,431,89,Peru
90,76,Private,1027256,9th,8,Married-AF-spouse,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,33508,803,93,Scotland
91,80,Self-emp-not-inc,1318406,Assoc-acdm,16,Married-AF-spouse,Exec-managerial,Other-relative,Other,Female,31786,1601,73,Thailand
92,43,Without-pay,383096,5th-6th,10,Divorced,Exec-managerial,Own-child,Other,Female,19911,4248,62,Peru
93,65,Private,1213216,12th,7,Widowed,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Female,2767,2326,27,United-States
94,23,Federal-gov,1484777,10th,3,Married-AF-spouse,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,5704,1031,76,Japan
95,33,Local-gov,574372,Masters,14,Married-AF-spouse,Farming-fishing,Own-child,Other,Female,24536,553,27,Nicaragua
96,32,Without-pay,233240,Assoc-acdm,5,Divorced,Other-service,Not-in-family,Other,Female,29095,2166,69,Guatemala
97,31,Private,1055698,Prof-school,6,Divorced,Other-service,Husband,Black,Female,4950,686,19,Japan
98,41,State-gov,247013,Assoc-acdm,7,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,11310,4512,52,France
99,74,Self-emp-inc,1143215,Preschool,9,Married-spouse-absent,Protective-serv,Not-in-family,Black,Female,7697,4257,31,Columbia
100,34,Private,406170,11th,8,Married-civ-spouse,Machine-op-inspct,Unmarried,Other,Female,16900,3983,64,Canada
101,42,Local-gov,448901,Prof-school,6,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,38090,1198,83,Jamaica
102,35,Private,865525,Prof-school,12,Married-spouse-absent,Prof-specialty,Not-in-family,Other,Female,19954,3408,63,Cambodia
103,60,State-gov,1401276,Doctorate,1,Married-AF-spouse,Exec-managerial,Wife,White,Female,13165,2179,69,Ireland
104,44,Self-emp-not-inc,350897,Prof-school,3,Widowed,Armed-Forces,Husband,Other,Female,40071,56,45,Honduras
105,66,Local-gov,1357579,Doctorate,12,Married-AF-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,32035,3360,12,Laos
106,36,State-gov,307419,Bachelors,3, Separated,Exec-managerial,Husband,Other,Female,18150,4496,4,Puerto-Rico
107,86,Self-emp-inc,728360,Doctorate,15,Married-civ-spouse,Armed-Forces,Unmarried,Asian-Pac-Islander,Female,39723,4345,53,Canada
108,24,Self-emp-inc,1399581,Assoc-voc,12,Married-civ-spouse,Tech-support,Other-relative,Black,Female,24405,263,2,Nicaragua
109,30,Without-pay,1049111,Masters,9,Never-married,Sales,Not-in-family,Other,Female,39984,3370,48,Haiti
110,21,State-gov,1039266,11th,10,Widowed,Priv-house-serv,Unmarried,Other,Female,13155,2026,82,China
111,66,Local-gov,55155,Masters,9,Married-AF-spouse,Protective-serv,Wife,Black,Female,29519,3724,8,Thailand
112,67,Local-gov,1240629,11th,11, Separated,Sales,Husband,Asian-Pac-Islander,Female,37332,1893,50,France
113,76,Self-emp-inc,180556,12th,1,Married-AF-spouse,Prof-specialty,Not-in-family,Black,Female,8155,3842,5,Germany
114,71,Federal-gov,800726,10th,12,Married-AF-spouse,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,4307,3715,3,Jamaica
115,57,Self-emp-not-inc,1466722,7th-8th,16,Married-civ-spouse,Priv-house-serv,Wife,Other,Female,16866,2965,60,Ecuador
116,78,Self-emp-inc,1202650,12th,15,Divorced,Sales,Not-in-family,Black,Female,29774,2647,90,Ecuador
117,71,Self-emp-not-inc,1136443,Masters,10,Widowed,Armed-Forces,Other-relative,Amer-Indian-Eskimo,Female,27872,950,85,China
118,21,Federal-gov,402096,Bachelors,9,Divorced,Other-service,Husband,White,Female,6327,3913,54,Honduras
119,83,Federal-gov,138615,11th,10, Separated,Sales,Unmarried,Asian-Pac-Islander,Female,15336,3699,15,Portugal
120,76,Without-pay,1056413,10th,10,Divorced,Tech-support,Wife,White,Female,33695,4413,59,Dominican-Republic
121,36,Self-emp-inc,442600,Assoc-acdm,8, Separated,Craft-repair,Own-child,Amer-Indian-Eskimo,Female,30015,3811,75,Cuba
122,65,Federal-gov,100641,Preschool,11, Separated,Other-service,Unmarried,White,Female,22429,2250,34,Iran
123,41,State-gov,847838,Prof-school,9,Widowed,Tech-support,Own-child,White,Female,1431,3643,71,Mexico
124,82,Self-emp-not-inc,755523,Assoc-acdm,5,Widowed,Priv-house-serv,Other-relative,Other,Female,20515,2915,70,Outlying-US(Guam-USVI-etc)
125,78,Federal-gov,519754,Prof-school,1, Separated,Craft-repair,Own-child,Asian-Pac-Islander,Female,22315,4038,21,Hong
126,56,Self-emp-inc,1477791,HS-grad,16,Never-married,Prof-specialty,Wife,Asian-Pac-Islander,Female,36343,2120,8,Nicaragua
127,43,Without-pay,1008452,Assoc-acdm,13,Married-civ-spouse,Armed-Forces,Husband,White,Female,36331,928,98,England
128,66,Private,357991,Assoc-acdm,5,Married-spouse-absent,Protective-serv,Unmarried,Black,Female,34572,355,48,Haiti
129,29,Federal-gov,107970,7th-8th,12, Separated,Protective-serv,Husband,Asian-Pac-Islander,Female,24891,1923,53,Iran
130,63,Self-emp-not-inc,1098273,5th-6th,9,Never-married,Craft-repair,Unmarried,Asian-Pac-Islander,Female,32789,1347,80,Canada
131,32,Self-emp-inc,454711,Preschool,11,Married-spouse-absent,Other-service,Own-child,Amer-Indian-Eskimo,Female,34055,4280,69,Iran
132,39,Self-emp-inc,1291150,Doctorate,10,Married-AF-spouse,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Female,28058,4208,6,Greece
133,60,Without-pay,919225,5th-6th,10,Married-spouse-absent,Handlers-cleaners,Husband,Black,Female,37894,3923,36,Peru
134,40,Private,1099443,Masters,2,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Female,11082,32,11,Laos
135,58,Private,1310415,10th,1,Married-civ-spouse,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,7480,3257,14,Dominican-Republic
136,24,State-gov,1010329,Assoc-voc,9,Widowed,Priv-house-serv,Other-relative,Black,Female,34050,523,63,Peru
137,50,Self-emp-not-inc,140781,Some-college,6,Divorced,Armed-Forces,Not-in-family,White,Female,18337,1278,50,Cuba
138,30,Self-emp-not-inc,1184832,Some-college,14,Married-spouse-absent,Priv-house-serv,Wife,Other,Female,15057,3998,68,Outlying-US(Guam-USVI-etc)
139,31,Local-gov,721215,Preschool,11,Never-married,Craft-repair,Wife,Amer-Indian-Eskimo,Female,1027,815,99,China
140,48,Federal-gov,738261,7th-8th,16,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,20815,1954,93,Taiwan
141,45,Without-pay,1230565,Prof-school,16,Married-AF-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Female,17292,3161,91,Taiwan
142,80,Private,645814,Some-college,16,Married-civ-spouse,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Female,36054,309,84,Japan
143,17,Private,206364,Assoc-acdm,8,Married-civ-spouse,Priv-house-serv,Husband,White,Female,25078,484,6,Hungary
144,46,Federal-gov,587699,Bachelors,14,Married-AF-spouse,Priv-house-serv,Husband,Asian-Pac-Islander,Female,23583,2838,77,Dominican-Republic
145,81,Local-gov,800394,10th,7,Married-civ-spouse,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Female,38038,571,23,Canada
146,48,Without-pay,323464,12th,10,Married-civ-spouse,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Female,4068,1255,37,Yugoslavia
147,17,Without-pay,919752,Masters,1, Separated,Prof-specialty,Other-relative,White,Female,14727,1226,88,Ecuador
148,47,Without-pay,538564,Prof-school,4,Never-married,Adm-clerical,Wife,Asian-Pac-Islander,Female,23793,1426,26,Scotland
149,17,Federal-gov,760024,Assoc-voc,8,Married-spouse-absent,Prof-specialty,Other-relative,White,Female,36961,2290,95,Germany
150,40,Federal-gov,19360,Doctorate,4,Widowed,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,41040,1894,99,Peru
151,61,Self-emp-inc,80144,11th,12,Widowed,Sales,Other-relative,Black,Female,16501,3609,33,Scotland
152,31,State-gov,1402065,7th-8th,10,Widowed,Priv-house-serv,Husband,Amer-Indian-Eskimo,Female,34040,2671,39,Hungary
153,45,Without-pay,1137876,9th,12,Married-spouse-absent,Adm-clerical,Not-in-family,Other,Female,31590,4261,43,Yugoslavia
154,37,Local-gov,1243849,5th-6th,10,Married-civ-spouse,Tech-support,Not-in-family,Black,Female,26492,1007,62,Ireland
155,53,Self-emp-inc,1324676,12th,10, Separated,Farming-fishing,Not-in-family,Other,Female,1220,3664,16,Guatemala
156,27,State-gov,451228,5th-6th,3,Never-married,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Female,36802,1119,8,Taiwan
157,38,Local-gov,761380,12th,12,Widowed,Protective-serv,Own-child,White,Female,38667,1506,63,Hungary
158,84,Self-emp-not-inc,66432,Prof-school,12,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,3205,4408,57,Outlying-US(Guam-USVI-etc)
159,20,Self-emp-not-inc,1105327,10th,15,Married-civ-spouse,Armed-Forces,Husband,Black,Female,22475,983,60,Canada
160,31,Self-emp-inc,550906,7th-8th,2, Separated,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,15056,762,69,Trinadad&Tobago
161,45,Without-pay,1260101,7th-8th,10,Married-spouse-absent,Farming-fishing,Husband,Other,Female,27043,2758,82,El-Salvador
162,21,Private,940871,Bachelors,6,Divorced,Other-service,Own-child,Black,Female,37491,3321,87,Holand-Netherlands
163,23,Federal-gov,918527,Doctorate,15,Widowed,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,27933,1938,64,South
164,53,Local-gov,85868,Doctorate,1,Divorced,Armed-Forces,Wife,White,Female,39426,692,84,Holand-Netherlands
165,56,Private,354518,Bachelors,8,Married-civ-spouse,Sales,Unmarried,Black,Female,6730,367,75,Trinadad&Tobago
166,59,Local-gov,553429,7th-8th,2, Separated,Armed-Forces,Own-child,Black,Female,18071,1396,13,Ireland
167,47,Self-emp-inc,1293060,1st-4th,5,Divorced,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Female,8844,2603,17,Italy
168,86,Self-emp-inc,1271805,12th,11, Separated,Protective-serv,Own-child,White,Female,7940,3853,92,South
169,27,Self-emp-inc,554920,9th,16,Married-civ-spouse,Craft-repair,Unmarried,White,Female,413,45,25,Dominican-Republic
170,48,Federal-gov,749312,Bachelors,3,Never-married,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Female,11211,720,2,South
171,55,Local-gov,689122,5th-6th,10,Married-civ-spouse,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,178,2138,99,Guatemala
172,39,Self-emp-not-inc,381244,9th,7,Married-spouse-absent,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Female,39568,3594,33,Puerto-Rico
173,68,Self-emp-inc,815915,Assoc-voc,12,Never-married,Machine-op-inspct,Wife,Black,Female,6165,998,53,South
174,22,Local-gov,926531,7th-8th,13,Widowed,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Female,35327,1432,26,El-Salvador
175,25,Self-emp-inc,857273,10th,10, Separated,Transport-moving,Other-relative,White,Female,35938,3382,88,Outlying-US(Guam-USVI-etc)
176,17,Self-emp-not-inc,1144926,1st-4th,1,Married-civ-spouse,Transport-moving,Unmarried,Asian-Pac-Islander,Female,10631,543,30,Germany
177,76,Self-emp-inc,1236427,Doctorate,11,Married-spouse-absent,Farming-fishing,Own-child,Black,Female,7660,1492,72,Cuba
178,21,Without-pay,220812,11th,9,Married-AF-spouse,Priv-house-serv,Unmarried,White,Female,13136,2502,19,Dominican-Republic
179,83,Private,1282313,10th,8,Married-civ-spouse,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Female,28533,3643,7,Guatemala
180,86,Self-emp-inc,349773,10th,10,Married-AF-spouse,Protective-serv,Unmarried,Black,Female,31842,3824,43,Laos
181,48,Private,1166499,1st-4th,2,Widowed,Farming-fishing,Husband,Black,Female,1621,1885,48,Peru
182,51,Without-pay,701748,Prof-school,7,Married-civ-spouse,Other-service,Not-in-family,Other,Female,239,3131,71,Greece
183,49,Local-gov,526939,9th,8,Married-spouse-absent,Tech-support,Not-in-family,Asian-Pac-Islander,Female,33852,3648,20,Dominican-Republic
184,80,State-gov,755662,9th,8,Married-civ-spouse,Machine-op-inspct,Not-in-family,Black,Female,39320,3855,36,Scotland
185,35,Without-pay,1107771,5th-6th,2,Married-civ-spouse,Craft-repair,Unmarried,Black,Female,39579,425,40,South
186,57,Private,627434,11th,6,Married-spouse-absent,Prof-specialty,Husband,Asian-Pac-Islander,Female,31116,3463,84,Hong
187,32,Self-emp-not-inc,1157275,Assoc-voc,4,Married-civ-spouse,Handlers-cleaners,Other-relative,Other,Female,31327,1494,83,Poland
188,49,Local-gov,918515,Some-college,1,Never-married,Protective-serv,Husband,Other,Female,32097,2725,73,Thailand
189,22,Local-gov,843770,Masters,9,Never-married,Other-service,Unmarried,White,Female,36115,3539,46,Hong
190,67,Private,957710,Doctorate,16,Married-AF-spouse,Armed-Forces,Not-in-family,White,Female,1521,463,10,Puerto-Rico
191,28,Local-gov,1200866,Bachelors,14, Separated,Other-service,Wife,Black,Female,30556,3397,89,Hong
192,66,State-gov,1223173,Prof-school,14,Married-spouse-absent,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,28518,256,62,South
193,54,Private,247516,Assoc-voc,2,Married-AF-spouse,Handlers-cleaners,Other-relative,Black,Female,7224,3841,68,Ireland
194,25,Self-emp-not-inc,165750,12th,4,Married-spouse-absent,Protective-serv,Wife,White,Female,21360,2477,65,Vietnam
195,34,Self-emp-not-inc,111866,Assoc-voc,13,Widowed,Armed-Forces,Wife,White,Female,24566,4282,99,Portugal
196,58,State-gov,1195584,5th-6th,3,Married-civ-spouse,Priv-house-serv,Husband,Other,Female,9782,1888,83,Holand-Netherlands
197,21,Federal-gov,1199808,Some-college,14, Separated,Craft-repair,Own-child,Asian-Pac-Islander,Female,35813,3779,20,Dominican-Republic
198,52,Self-emp-inc,668230,Preschool,6,Widowed,Adm-clerical,Husband,Asian-Pac-Islander,Female,21307,1762,4,Jamaica
199,37,Self-emp-inc,260430,HS-grad,5,Married-spouse-absent,Other-service,Other-relative,Amer-Indian-Eskimo,Female,3783,151,22,Haiti
200,19,Local-gov,1357349,Assoc-voc,13, Separated,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Female,35332,1930,99,Italy
201,41,Local-gov,915859,Masters,13,Never-married,Priv-house-serv,Husband,Black,Female,1122,3460,98,Trinadad&Tobago
202,78,State-gov,77329,Doctorate,5,Divorced,Other-service,Other-relative,White,Female,8391,2584,91,Mexico
203,52,Federal-gov,1110454,Assoc-acdm,5, Separated,Armed-Forces,Other-relative,Amer-Indian-Eskimo,Female,31834,998,64,Guatemala
204,44,Without-pay,1374526,Bachelors,6,Married-AF-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Female,26967,1769,14,Nicaragua
205,44,State-gov,972480,9th,12,Married-AF-spouse,Handlers-cleaners,Other-relative,White,Female,33373,3602,84,Scotland
206,67,Local-gov,223070,9th,6,Never-married,Other-service,Unmarried,Black,Female,21097,4096,46,Iran
207,83,Local-gov,665994,1st-4th,1,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,14855,2078,99,Ecuador
208,18,Self-emp-inc,1230997,Bachelors,10,Divorced,Protective-serv,Other-relative,Amer-Indian-Eskimo,Female,17433,2500,21,Japan
209,73,Local-gov,1040175,1st-4th,5,Married-AF-spouse,Protective-serv,Not-in-family,Black,Female,9214,3839,71,India
210,66,Without-pay,1448976,Preschool,6,Divorced,Machine-op-inspct,Not-in-family,Other,Female,40791,3363,7,Haiti
211,34,Self-emp-inc,692609,Bachelors,3, Separated,Protective-serv,Not-in-family,Black,Female,19936,648,72,Taiwan
