,age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,hours-per-week,native-country
36,89,Self-emp-not-inc,1226010,Prof-school,Never-married,Protective-serv,Husband,Black,Female,34,Laos
37,34,Private,237317,Assoc-voc,Married-AF-spouse,Priv-house-serv,Own-child,Black,Female,95,Trinadad&Tobago
38,75,Federal-gov,669686,Prof-school,Divorced,Priv-house-serv,Wife,Amer-Indian-Eskimo,Male,31,Hungary
39,65,Federal-gov,547816,Bachelors,Never-married,Handlers-cleaners,Wife,Asian-Pac-Islander,Female,33,Vietnam
40,75,Self-emp-inc,94655,Preschool,Widowed,Other-service,Husband,Black,Male,91,Outlying-US(Guam-USVI-etc)
41,85,Without-pay,1210788,10th,Widowed,Transport-moving,Husband,Asian-Pac-Islander,Female,98,Nicaragua
42,32,Self-emp-inc,1427593,Assoc-acdm,Never-married,Sales,Wife,Other,Male,69,Scotland
43,66,Self-emp-inc,182330,9th,Widowed,Sales,Unmarried,Black,Male,59,Laos
44,40,State-gov,1263332,1st-4th,Married-AF-spouse,Handlers-cleaners,Husband,White,Female,45,Peru
45,74,Private,568614,11th,Married-AF-spouse,Tech-support,Wife,Asian-Pac-Islander,Female,75,Taiwan
46,76,Self-emp-not-inc,30895,10th,Married-civ-spouse,Protective-serv,Wife,Black,Male,71,Mexico
47,33,Local-gov,166644,Preschool,Married-spouse-absent,Sales,Husband,Other,Female,9,Canada
48,32,State-gov,259116,10th, Separated,Handlers-cleaners,Husband,White,Female,10,Thailand
49,63,Federal-gov,1165712,7th-8th,Married-spouse-absent,Protective-serv,Other-relative,Amer-Indian-Eskimo,Female,27,France
50,73,Private,997586,Doctorate,Widowed,Farming-fishing,Other-relative,Other,Male,88,India
51,34,Self-emp-not-inc,398394,9th,Widowed,Machine-op-inspct,Husband,White,Female,93,Poland
52,87,Self-emp-inc,1058496,Bachelors,Married-civ-spouse,Priv-house-serv,Unmarried,Black,Male,44,Haiti
53,41,Federal-gov,647210,7th-8th, Separated,Exec-managerial,Wife,Other,Female,35,Columbia
54,48,Local-gov,296523,Doctorate,Married-AF-spouse,Transport-moving,Husband,Black,Male,82,Haiti
55,66,Without-pay,1337367,Prof-school,Never-married,Adm-clerical,Wife,Amer-Indian-Eskimo,Male,33,Guatemala
56,54,Private,790419,7th-8th,Never-married,Exec-managerial,Own-child,Other,Female,9,Nicaragua
57,53,Local-gov,883182,12th,Divorced,Prof-specialty,Husband,Black,Male,35,Cambodia
58,30,Without-pay,471880,5th-6th,Married-civ-spouse,Handlers-cleaners,Wife,Black,Female,71,China
59,38,Self-emp-not-inc,94600,Bachelors,Divorced,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,92,Germany
60,58,Self-emp-not-inc,1047385,Some-college,Widowed,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,16,United-States
61,77,Federal-gov,970003,11th,Widowed,Transport-moving,Not-in-family,Other,Male,64,China
62,71,Without-pay,385155,10th,Divorced,Tech-support,Own-child,Other,Female,30,China
63,55,Self-emp-inc,1422294,11th, Separated,Transport-moving,Wife,Amer-Indian-Eskimo,Female,97,South
64,60,Self-emp-inc,273626,Preschool,Widowed,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,13,Haiti
65,38,Local-gov,42940,Assoc-acdm,Widowed,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,51,Honduras
66,69,Without-pay,325266,7th-8th,Never-married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,72,Nicaragua
67,20,Self-emp-inc,246675,Doctorate,Married-civ-spouse,Priv-house-serv,Unmarried,Asian-Pac-Islander,Male,70,Nicaragua
68,82,Self-emp-not-inc,1354367,Assoc-acdm,Married-civ-spouse,Tech-support,Unmarried,Black,Male,16,Peru
69,77,Local-gov,1298364,Bachelors,Married-AF-spouse,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Female,83,Haiti
70,49,Local-gov,1488698,11th, Separated,Farming-fishing,Wife,Black,Male,77,Canada
71,90,Self-emp-inc,483090,10th,Divorced,Prof-specialty,Husband,Asian-Pac-Islander,Male,30,El-Salvador
72,87,Private,1359611,HS-grad,Divorced,Handlers-cleaners,Wife,Amer-Indian-Eskimo,Female,56,Vietnam
73,56,Federal-gov,471391,Some-college,Never-married,Priv-house-serv,Not-in-family,Black,Female,28,Portugal
74,60,State-gov,495593,HS-grad,Widowed,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,64,Italy
75,31,Self-emp-inc,848739,Doctorate,Married-civ-spouse,Handlers-cleaners,Wife,Amer-Indian-Eskimo,Male,14,Peru
76,71,Without-pay,952463,5th-6th, Separated,Sales,Unmarried,Other,Female,83,Nicaragua
77,20,Self-emp-inc,1465384,5th-6th,Widowed,Prof-specialty,Other-relative,Black,Female,29,France
78,87,Without-pay,588944,Masters, Separated,Exec-managerial,Unmarried,Other,Female,4,Vietnam
79,69,Private,142750,HS-grad,Divorced,Armed-Forces,Own-child,Amer-Indian-Eskimo,Female,26,Vietnam
80,30,Local-gov,151721,Preschool,Married-AF-spouse,Armed-Forces,Wife,Amer-Indian-Eskimo,Female,5,Mexico
81,65,Private,718305,Masters,Never-married,Adm-clerical,Husband,Asian-Pac-Islander,Female,76,Hungary
82,88,Local-gov,728664,12th,Married-spouse-absent,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Male,14,Puerto-Rico
83,50,Self-emp-not-inc,736673,5th-6th,Married-AF-spouse,Sales,Wife,Other,Male,76,Dominican-Republic
84,52,State-gov,100130,7th-8th, Separated,Handlers-cleaners,Other-relative,White,Female,80,Puerto-Rico
85,19,Without-pay,1433607,Masters, Separated,Transport-moving,Other-relative,Other,Male,49,Ireland
86,67,Self-emp-not-inc,1306135,Doctorate,Married-AF-spouse,Sales,Husband,Other,Male,90,Italy
87,68,Self-emp-not-inc,992899,10th,Divorced,Armed-Forces,Other-relative,Other,Female,6,El-Salvador
88,54,Self-emp-not-inc,545304,1st-4th,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,81,Puerto-Rico
89,39,Federal-gov,1080524,Masters,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,5,Hungary
90,46,Local-gov,1012654,Prof-school,Never-married,Transport-moving,Wife,White,Female,93,France
91,86,Federal-gov,791374,Assoc-acdm,Married-spouse-absent,Priv-house-serv,Own-child,Asian-Pac-Islander,Male,93,Greece
92,22,State-gov,817634,10th,Widowed,Other-service,Own-child,Black,Male,61,India
93,45,Self-emp-not-inc,973345,Some-college,Never-married,Priv-house-serv,Unmarried,Black,Female,64,Philippines
94,19,Self-emp-not-inc,621502,Assoc-voc,Never-married,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Female,42,Scotland
95,51,Self-emp-not-inc,1357043,Assoc-acdm,Married-spouse-absent,Adm-clerical,Husband,Asian-Pac-Islander,Male,13,Jamaica
96,24,Federal-gov,683065,Doctorate,Married-spouse-absent,Adm-clerical,Unmarried,Asian-Pac-Islander,Male,4,Mexico
97,44,State-gov,85407,11th,Married-spouse-absent,Other-service,Own-child,Amer-Indian-Eskimo,Female,89,Guatemala
98,67,Self-emp-not-inc,1043426,10th,Married-AF-spouse,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,63,Taiwan
99,17,State-gov,919800,10th, Separated,Exec-managerial,Husband,Black,Female,85,Guatemala
100,48,Self-emp-inc,601909,Assoc-voc,Widowed,Sales,Unmarried,Amer-Indian-Eskimo,Female,56,Philippines
101,27,Without-pay,1369388,12th,Widowed,Protective-serv,Husband,Black,Female,1,Iran
102,30,Private,601596,10th,Divorced,Protective-serv,Unmarried,White,Female,52,Greece
103,62,Without-pay,1262688,Assoc-acdm,Married-civ-spouse,Armed-Forces,Husband,Amer-Indian-Eskimo,Male,10,Puerto-Rico
104,81,Self-emp-not-inc,1329852,10th,Widowed,Tech-support,Own-child,Amer-Indian-Eskimo,Male,46,Hong
105,49,State-gov,664600,Assoc-acdm,Divorced,Craft-repair,Other-relative,Other,Male,54,England
106,32,Federal-gov,453338,12th,Married-civ-spouse,Exec-managerial,Own-child,Black,Male,74,Haiti
107,59,State-gov,222522,12th,Divorced,Farming-fishing,Other-relative,Asian-Pac-Islander,Male,71,Germany
108,61,Self-emp-not-inc,450029,9th,Widowed,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,47,Ireland
109,69,Self-emp-not-inc,333719,Doctorate, Separated,Craft-repair,Other-relative,Black,Male,40,Canada
110,76,Private,1177430,Doctorate,Never-married,Protective-serv,Other-relative,Other,Male,80,Portugal
111,44,Self-emp-inc,1144564,Preschool, Separated,Sales,Wife,Amer-Indian-Eskimo,Male,12,Thailand
112,44,State-gov,1285974,1st-4th,Divorced,Craft-repair,Not-in-family,Black,Male,78,India
113,17,Federal-gov,1274297,Assoc-acdm,Widowed,Protective-serv,Wife,Amer-Indian-Eskimo,Male,35,India
114,60,Private,1072484,Bachelors, Separated,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,11,Dominican-Republic
115,65,Without-pay,960119,10th,Divorced,Other-service,Husband,Other,Male,64,Portugal
116,78,Private,924479,Assoc-acdm,Married-civ-spouse,Transport-moving,Unmarried,White,Female,56,Columbia
117,34,Federal-gov,1172198,7th-8th,Never-married,Machine-op-inspct,Husband,Other,Male,58,Columbia
118,18,Local-gov,502702,Prof-school,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Female,18,Laos
119,38,Federal-gov,803027,Some-college,Married-spouse-absent,Farming-fishing,Own-child,White,Female,64,France
120,56,Without-pay,895318,HS-grad,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,58,Philippines
121,40,Local-gov,878424,Prof-school,Widowed,Transport-moving,Other-relative,Other,Male,66,Columbia
122,56,Federal-gov,1377032,Masters,Widowed,Armed-Forces,Not-in-family,Black,Male,24,England
123,35,Federal-gov,607984,Assoc-voc, Separated,Transport-moving,Not-in-family,Black,Female,55,Outlying-US(Guam-USVI-etc)
124,32,Self-emp-not-inc,409526,HS-grad, Separated,Prof-specialty,Unmarried,Other,Female,96,Greece
125,64,Self-emp-not-inc,479512,Preschool, Separated,Craft-repair,Own-child,Asian-Pac-Islander,Male,27,Ireland
126,43,State-gov,1165523,Assoc-voc,Married-AF-spouse,Sales,Other-relative,White,Female,77,Laos
127,68,Private,569742,9th,Married-AF-spouse,Armed-Forces,Own-child,White,Female,16,Dominican-Republic
128,62,Private,449683,11th,Married-AF-spouse,Priv-house-serv,Own-child,White,Female,48,Hungary
129,67,Self-emp-not-inc,1393777,11th,Widowed,Sales,Wife,White,Female,1,El-Salvador
130,86,Self-emp-not-inc,185190,9th,Never-married,Armed-Forces,Wife,Other,Male,92,England
131,66,Local-gov,72157,Doctorate,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,57,Dominican-Republic
132,31,Federal-gov,940158,1st-4th,Widowed,Armed-Forces,Own-child,White,Female,12,Guatemala
133,41,State-gov,134685,Bachelors,Married-civ-spouse,Armed-Forces,Own-child,Black,Female,74,United-States
134,70,State-gov,153138,Preschool, Separated,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,12,Philippines
135,26,Self-emp-inc,380650,HS-grad, Separated,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Male,17,England
136,59,Local-gov,317781,Assoc-voc,Widowed,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,91,Hungary
137,24,Self-emp-inc,759264,Bachelors,Married-AF-spouse,Craft-repair,Husband,White,Male,93,Jamaica
138,47,Local-gov,554774,Prof-school,Widowed,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,78,Yugoslavia
139,20,Self-emp-not-inc,580690,7th-8th,Widowed,Other-service,Husband,Other,Female,42,Hungary
140,38,Local-gov,1186551,5th-6th,Married-spouse-absent,Armed-Forces,Other-relative,Asian-Pac-Islander,Male,93,Haiti
141,17,Local-gov,561368,11th,Married-spouse-absent,Priv-house-serv,Own-child,Other,Male,57,Hong
142,34,Private,1217484,9th,Married-AF-spouse,Other-service,Other-relative,Black,Female,22,China
143,83,Self-emp-inc,986253,HS-grad,Never-married,Protective-serv,Not-in-family,White,Male,71,Peru
144,58,Self-emp-inc,1003634,HS-grad,Married-civ-spouse,Sales,Not-in-family,Other,Female,31,Cuba
145,22,Self-emp-inc,957742,Doctorate,Widowed,Tech-support,Husband,Asian-Pac-Islander,Male,58,France
146,32,Local-gov,526149,Doctorate,Never-married,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Male,37,Italy
147,51,Self-emp-not-inc,1470670,Prof-school,Widowed,Handlers-cleaners,Other-relative,White,Female,99,Ireland
148,89,Self-emp-inc,858349,12th,Widowed,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Female,58,Mexico
149,45,Without-pay,604642,Assoc-voc,Married-civ-spouse,Other-service,Own-child,Black,Male,71,Iran
150,87,Federal-gov,93340,11th,Married-AF-spouse,Transport-moving,Wife,Asian-Pac-Islander,Male,97,Scotland
151,30,Self-emp-not-inc,523478,5th-6th,Married-AF-spouse,Armed-Forces,Unmarried,Asian-Pac-Islander,Male,47,Ecuador
152,74,Self-emp-not-inc,994390,1st-4th,Divorced,Sales,Unmarried,Amer-Indian-Eskimo,Male,36,Germany
153,21,Local-gov,413925,Doctorate,Never-married,Transport-moving,Husband,Amer-Indian-Eskimo,Male,59,Honduras
154,24,Self-emp-not-inc,1017469,Preschool,Married-AF-spouse,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Male,19,Trinadad&Tobago
155,25,Self-emp-inc,1285312,Bachelors,Married-AF-spouse,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,55,Holand-Netherlands
156,25,State-gov,179397,Doctorate,Divorced,Sales,Own-child,Other,Female,43,Canada
157,18,Self-emp-not-inc,407427,Assoc-acdm, Separated,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Female,85,Cuba
158,81,Self-emp-inc,544062,Preschool,Divorced,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Male,1,Nicaragua
159,64,Without-pay,336923,Masters, Separated,Protective-serv,Unmarried,Amer-Indian-Eskimo,Male,97,Dominican-Republic
160,40,Private,49842,9th,Divorced,Other-service,Other-relative,Asian-Pac-Islander,Female,27,Iran
161,36,Without-pay,745001,Prof-school,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,7,Portugal
162,34,Self-emp-not-inc,542224,9th,Married-civ-spouse,Exec-managerial,Wife,Other,Female,79,United-States
163,49,Private,1086573,12th,Never-married,Handlers-cleaners,Own-child,White,Male,71,Honduras
164,81,State-gov,1017698,Masters,Married-spouse-absent,Sales,Wife,Other,Female,11,Nicaragua
165,32,Without-pay,1021053,Some-college,Married-AF-spouse,Adm-clerical,Own-child,Black,Male,31,El-Salvador
166,38,Private,597701,Bachelors,Divorced,Priv-house-serv,Own-child,White,Female,76,Puerto-Rico
167,76,Private,250796,10th, Separated,Exec-managerial,Own-child,Other,Male,54,United-States
168,87,Federal-gov,1235549,Some-college, Separated,Tech-support,Own-child,Asian-Pac-Islander,Male,34,Portugal
169,86,State-gov,301929,7th-8th,Married-spouse-absent,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Female,82,Yugoslavia
170,86,Private,363284,Masters,Divorced,Machine-op-inspct,Own-child,Asian-Pac-Islander,Female,46,Outlying-US(Guam-USVI-etc)
171,40,Local-gov,171181,Preschool,Married-AF-spouse,Farming-fishing,Unmarried,White,Female,13,Nicaragua
172,19,State-gov,459761,Assoc-voc,Married-AF-spouse,Sales,Not-in-family,Asian-Pac-Islander,Female,2,India
173,87,Federal-gov,705649,Masters,Divorced,Prof-specialty,Own-child,Asian-Pac-Islander,Male,43,Columbia
174,18,Without-pay,331975,1st-4th,Married-spouse-absent,Craft-repair,Not-in-family,Other,Male,27,China
175,27,State-gov,1072136,Bachelors,Divorced,Farming-fishing,Unmarried,Black,Male,93,Hungary
176,28,State-gov,954405,Preschool,Divorced,Armed-Forces,Unmarried,Asian-Pac-Islander,Female,45,Greece
177,79,Federal-gov,1016185,Some-college, Separated,Transport-moving,Not-in-family,Asian-Pac-Islander,Female,96,Yugoslavia
178,59,Without-pay,760099,9th,Married-civ-spouse,Adm-clerical,Unmarried,White,Female,43,Columbia
179,43,Without-pay,242484,HS-grad, Separated,Protective-serv,Unmarried,Asian-Pac-Islander,Male,83,Yugoslavia
180,81,Private,351992,10th, Separated,Prof-specialty,Wife,White,Female,20,Taiwan
181,84,Federal-gov,297265,Prof-school,Never-married,Sales,Husband,Asian-Pac-Islander,Male,14,India
182,33,Self-emp-inc,433097,Some-college,Never-married,Other-service,Own-child,White,Female,47,Columbia
183,89,Local-gov,1121197,11th,Widowed,Transport-moving,Husband,Black,Female,45,Dominican-Republic
184,52,Without-pay,715768,Some-college,Divorced,Machine-op-inspct,Husband,Black,Female,14,Yugoslavia
185,34,Self-emp-inc,1313362,Prof-school,Widowed,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,10,Honduras
186,45,State-gov,261721,Assoc-voc,Divorced,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,58,Guatemala
187,83,Local-gov,1371108,11th,Never-married,Armed-Forces,Own-child,Other,Female,36,Ecuador
188,22,Self-emp-inc,1320427,12th,Widowed,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Male,15,Columbia
189,61,Local-gov,728221,9th,Married-spouse-absent,Exec-managerial,Unmarried,Other,Male,91,Japan
190,22,Federal-gov,819653,Masters,Married-civ-spouse,Transport-moving,Wife,Other,Male,32,England
191,58,Without-pay,503158,11th,Married-AF-spouse,Craft-repair,Not-in-family,Black,Female,76,Yugoslavia
192,87,Local-gov,261224,Masters,Never-married,Priv-house-serv,Wife,Black,Female,86,Jamaica
193,50,Self-emp-not-inc,1213406,Assoc-voc,Married-spouse-absent,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,21,Thailand
194,57,Without-pay,865066,Assoc-acdm,Widowed,Machine-op-inspct,Other-relative,Black,Female,6,Portugal
195,82,Federal-gov,808038,9th, Separated,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,83,Greece
196,57,Self-emp-inc,609063,9th,Married-AF-spouse,Craft-repair,Unmarried,White,Female,74,England
197,44,State-gov,255005,10th,Married-AF-spouse,Tech-support,Unmarried,Asian-Pac-Islander,Male,11,Portugal
198,54,Private,452118,HS-grad,Married-civ-spouse,Other-service,Wife,White,Male,76,Guatemala
199,73,State-gov,908817,Bachelors,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Female,72,Cuba
200,20,Self-emp-not-inc,191141,7th-8th,Married-AF-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,73,India
201,88,State-gov,414869,7th-8th,Never-married,Other-service,Not-in-family,Other,Male,84,Nicaragua
202,90,Federal-gov,290620,Assoc-voc,Married-AF-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Female,28,Taiwan
203,76,Private,200926,HS-grad,Married-spouse-absent,Craft-repair,Unmarried,White,Male,92,Poland
204,44,Self-emp-not-inc,475244,Assoc-acdm,Never-married,Handlers-cleaners,Husband,Black,Male,93,Philippines
205,42,Without-pay,157514,11th, Separated,Craft-repair,Own-child,Black,Female,1,Ecuador
206,21,Federal-gov,593047,Prof-school,Married-civ-spouse,Machine-op-inspct,Unmarried,Black,Female,26,United-States
207,62,Self-emp-inc,1258989,12th, Separated,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Female,51,Cuba
208,87,State-gov,959754,5th-6th, Separated,Other-service,Wife,White,Female,53,Holand-Netherlands
209,69,Self-emp-inc,190059,11th,Divorced,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Female,82,India
210,84,Local-gov,165771,Assoc-acdm, Separated,Priv-house-serv,Unmarried,Other,Female,31,South
211,64,Self-emp-inc,491768,HS-grad,Married-AF-spouse,Tech-support,Own-child,Black,Female,95,Cambodia
212,19,State-gov,1102582,Assoc-voc,Never-married,Transport-moving,Other-relative,Black,Female,44,Yugoslavia
213,52,Self-emp-not-inc,732111,Assoc-voc,Married-AF-spouse,Handlers-cleaners,Own-child,Black,Male,80,Germany
214,49,Self-emp-inc,1261977,Doctorate,Never-married,Sales,Husband,Black,Female,82,South
215,28,Private,1474094,7th-8th, Separated,Farming-fishing,Husband,Amer-Indian-Eskimo,Female,31,Ecuador
216,68,State-gov,1412341,Prof-school,Married-AF-spouse,Other-service,Husband,White,Male,82,Italy
217,71,Local-gov,697878,Assoc-voc,Married-AF-spouse,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Female,13,Honduras
218,75,Private,1466885,5th-6th,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Female,18,Honduras
219,71,Local-gov,1367229,10th,Married-AF-spouse,Other-service,Unmarried,White,Female,86,Peru
220,70,Local-gov,110785,Assoc-voc,Never-married,Machine-op-inspct,Not-in-family,Other,Male,32,Ecuador
221,52,Federal-gov,587788,10th, Separated,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Female,59,Trinadad&Tobago
222,35,Federal-gov,85036,5th-6th,Married-AF-spouse,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,43,Poland
223,81,Self-emp-inc,1422186,1st-4th,Never-married,Handlers-cleaners,Other-relative,Black,Female,59,Ecuador
224,50,Without-pay,397259,Bachelors,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Female,2,Japan
225,36,Private,801088,12th,Married-AF-spouse,Protective-serv,Unmarried,Black,Female,61,Scotland
226,72,State-gov,602635,11th,Married-spouse-absent,Adm-clerical,Wife,Other,Female,2,Iran
227,70,Self-emp-inc,139803,Doctorate,Married-civ-spouse,Priv-house-serv,Unmarried,White,Female,26,Germany
228,54,Self-emp-not-inc,910167,10th,Divorced,Farming-fishing,Not-in-family,Asian-Pac-Islander,Female,41,Outlying-US(Guam-USVI-etc)
229,22,Self-emp-not-inc,744912,Doctorate,Married-civ-spouse,Prof-specialty,Unmarried,Black,Male,27,Nicaragua
230,17,Private,1200009,Assoc-acdm,Married-spouse-absent,Protective-serv,Other-relative,Black,Female,72,United-States
231,86,Local-gov,929176,5th-6th,Divorced,Priv-house-serv,Unmarried,White,Female,7,Peru
232,51,Self-emp-inc,1470942,Masters,Never-married,Prof-specialty,Wife,Other,Male,86,Germany
233,51,Private,45216,10th,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,99,Canada
234,37,Without-pay,395514,Preschool,Married-spouse-absent,Craft-repair,Husband,Black,Male,30,Nicaragua
235,80,Without-pay,1242344,Some-college,Married-civ-spouse,Farming-fishing,Unmarried,White,Male,62,Honduras
236,22,Without-pay,1457019,10th,Never-married,Machine-op-inspct,Not-in-family,Black,Male,8,China
237,90,Federal-gov,921051,1st-4th,Widowed,Exec-managerial,Unmarried,Other,Female,85,Cuba
238,81,Federal-gov,590978,Masters,Never-married,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Female,60,Hungary
239,37,Without-pay,186204,Assoc-voc,Widowed,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Male,30,Hong
240,22,Self-emp-not-inc,959476,Some-college, Separated,Handlers-cleaners,Not-in-family,Black,Male,16,Holand-Netherlands
241,49,Private,889918,Assoc-acdm,Widowed,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,98,Poland
242,36,Local-gov,1172762,Masters,Divorced,Protective-serv,Not-in-family,Asian-Pac-Islander,Female,18,China
243,47,Without-pay,1172109,5th-6th,Widowed,Handlers-cleaners,Wife,Asian-Pac-Islander,Male,92,Columbia
244,54,Without-pay,994651,Preschool,Divorced,Machine-op-inspct,Wife,Asian-Pac-Islander,Male,51,Holand-Netherlands
245,58,State-gov,1033851,HS-grad, Separated,Sales,Other-relative,Black,Male,67,South
