28,37,Private,42199,5th-6th,Never-married,Machine-op-inspct,Wife,White,Female,10221,3054,46,Puerto-Rico
29,88,Private,193670,Some-college,Married-civ-spouse,Other-service,Own-child,Asian-Pac-Islander,Female,6901,393,44,France
30,59,Private,55827,HS-grad,Never-married,Exec-managerial,Not-in-family,Other,Female,20335,906,31,Yugoslavia
31,50,Federal-gov,336408,Masters,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,17601,4165,28,England
32,54,Private,244452,Assoc-acdm,Divorced,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,3736,3876,34,Columbia
33,39,Private,100813,HS-grad,Divorced,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,18361,4023,56,Holand-Netherlands
34,31,Private,29927,Some-college,Never-married,Machine-op-inspct,Not-in-family,Black,Female,35658,2939,36,Yugoslavia
35,26,Private,367618,Bachelors,Widowed,Adm-clerical,Not-in-family,White,Female,15182,4188,60,Laos
36,79,Private,128655,Assoc-voc,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,3883,40,Columbia
37,28,Private,217681,Some-college,Never-married,Prof-specialty,Wife,Other,Female,27709,52,45,Peru
38,43,Private,172278,Some-college,Never-married,Prof-specialty,Unmarried,Black,Female,36002,2858,38,Cambodia
39,24,Private,336058,HS-grad,Never-married,Other-service,Wife,Asian-Pac-Islander,Female,28501,4243,35,Jamaica
40,89,Private,144892,Some-college,Divorced,Adm-clerical,Own-child,White,Female,4586,908,47,Taiwan
41,58,Private,30547,Assoc-voc,Married-spouse-absent,Adm-clerical,Own-child,White,Female,39201,1837,30,Poland
42,48,Private,68148,Some-college,Separated,Other-service,Own-child,White,Female,11279,740,2,El-Salvador
43,38,Private,139877,HS-grad,Divorced,Sales,Not-in-family,White,Female,35986,2846,45,England
44,66,Private,365652,HS-grad,Never-married,Sales,Unmarried,Amer-Indian-Eskimo,Female,35179,2946,29,Haiti
45,27,Private,116808,HS-grad,Divorced,Exec-managerial,Not-in-family,Other,Female,21126,340,28,Cuba
46,71,Private,23937,Some-college,Never-married,Other-service,Not-in-family,Other,Female,1680,2661,33,South
47,73,Private,164157,Some-college,Married-civ-spouse,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,26055,2887,45,Puerto-Rico
48,53,Private,136819,Some-college,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,34809,418,35,Italy
49,62,Private,240243,Preschool,Never-married,Other-service,Wife,Other,Female,32519,3000,39,Puerto-Rico
50,64,State-gov,49348,Bachelors,Widowed,Exec-managerial,Unmarried,Other,Female,10616,4365,42,El-Salvador
51,24,Local-gov,202815,HS-grad,Never-married,Exec-managerial,Own-child,Black,Female,36917,3104,38,Taiwan
52,79,Local-gov,213318,11th,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,11116,3080,34,Scotland
53,75,Private,148229,Masters,Divorced,Adm-clerical,Not-in-family,Other,Female,31414,459,31,Holand-Netherlands
54,21,Private,166896,Bachelors,Never-married,Other-service,Wife,Asian-Pac-Islander,Female,8588,3399,50,Nicaragua
55,42,Private,179756,Assoc-acdm,Never-married,Other-service,Own-child,Black,Female,6226,48,60,Nicaragua
56,66,Private,368811,Assoc-acdm,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Female,29005,3318,30,Canada
57,36,Private,140227,HS-grad,Divorced,Tech-support,Wife,Amer-Indian-Eskimo,Female,11862,757,18,Canada
58,80,Private,50576,HS-grad,Never-married,Exec-managerial,Other-relative,Black,Female,0,3500,38,Vietnam
59,34,Self-emp-inc,275892,HS-grad,Never-married,Sales,Unmarried,Asian-Pac-Islander,Female,34333,2575,46,Mexico
60,40,Private,173699,Bachelors,Never-married,Machine-op-inspct,Unmarried,Black,Female,15478,2842,47,Mexico
61,50,Private,369407,Bachelors,Divorced,Machine-op-inspct,Not-in-family,Other,Female,0,3360,40,El-Salvador
62,34,Self-emp-not-inc,235041,Assoc-voc,Divorced,Craft-repair,Not-in-family,White,Female,19453,666,56,Outlying-US(Guam-USVI-etc)
63,53,Private,258792,HS-grad,Separated,Prof-specialty,Wife,Black,Female,0,3763,28,Iran
64,38,Private,16444,Bachelors,Never-married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,10248,2854,59,Philippines
65,61,Private,131531,HS-grad,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Female,4829,1304,51,Ecuador
66,58,Private,296409,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,26528,4278,34,Cambodia
67,34,Private,162730,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,33062,2821,39,Cuba
68,82,Local-gov,14340,Some-college,Divorced,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,8841,801,37,South
69,56,Private,91756,HS-grad,Divorced,Tech-support,Own-child,Asian-Pac-Islander,Female,26688,1616,58,Portugal
70,25,Private,68643,Masters,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Female,34940,2122,38,Poland
71,90,Private,333208,HS-grad,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,30340,3016,43,Outlying-US(Guam-USVI-etc)
72,58,Private,254394,Assoc-voc,Divorced,Sales,Not-in-family,White,Female,22533,3679,56,Nicaragua
73,60,Federal-gov,283004,Some-college,Never-married,Exec-managerial,Unmarried,White,Female,21164,3774,35,Hungary
74,28,Private,194737,Some-college,Never-married,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Female,25668,672,42,Nicaragua
75,78,Private,28331,HS-grad,Never-married,Other-service,Unmarried,Black,Female,0,1359,36,Japan
76,30,Private,267892,Some-college,Divorced,Adm-clerical,Own-child,White,Female,15223,1347,47,Outlying-US(Guam-USVI-etc)
77,23,Private,182553,Bachelors,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,15374,3247,45,Yugoslavia
78,83,Private,134773,Bachelors,Married-civ-spouse,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,40286,4026,38,Hungary
79,67,Private,256982,Some-college,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,33643,4069,42,Holand-Netherlands
80,66,Private,238400,Bachelors,Divorced,Craft-repair,Own-child,Black,Female,38501,1642,60,China
81,26,Private,220653,Assoc-voc,Never-married,Sales,Not-in-family,Other,Female,7309,2561,37,Honduras
82,40,Private,279551,Masters,Never-married,Sales,Not-in-family,White,Female,32926,1575,32,Peru
83,24,Private,145452,HS-grad,Divorced,Other-service,Own-child,Asian-Pac-Islander,Female,30650,421,59,United-States
84,73,Private,54896,Assoc-acdm,Never-married,Adm-clerical,Own-child,Black,Female,6991,3519,40,Trinadad&Tobago
85,70,Private,292053,Bachelors,Divorced,Other-service,Own-child,White,Female,11308,2241,39,Jamaica
86,36,Local-gov,146847,Some-college,Divorced,Tech-support,Not-in-family,White,Female,5417,30,42,Germany
87,67,Private,140051,Masters,Separated,Adm-clerical,Not-in-family,Black,Female,8625,93,13,Haiti
88,47,Private,259597,Doctorate,Never-married,Adm-clerical,Wife,Other,Female,18883,1732,44,Ireland
89,90,Private,280057,Some-college,Divorced,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,23426,2724,36,Haiti
90,79,Local-gov,285901,7th-8th,Never-married,Priv-house-serv,Own-child,Amer-Indian-Eskimo,Female,34807,624,36,Hong
91,29,Private,181403,HS-grad,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,26362,3307,33,Guatemala
92,82,Private,243445,Some-college,Never-married,Sales,Not-in-family,Other,Female,10596,2745,45,El-Salvador
93,31,Private,215668,Some-college,Married-civ-spouse,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,4284,3169,47,Vietnam
94,45,Local-gov,198207,Some-college,Divorced,Adm-clerical,Not-in-family,Other,Female,12875,2238,51,United-States
95,68,Private,72405,Assoc-acdm,Separated,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,22071,1169,45,Honduras
96,45,Local-gov,74567,HS-grad,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,30000,1407,38,Peru
97,19,Private,260083,Assoc-acdm,Never-married,Exec-managerial,Wife,Black,Female,30276,2813,40,Japan
98,51,State-gov,282772,Some-college,Widowed,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,18310,2888,44,Cuba
99,84,Private,40619,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female,33171,4162,34,Ecuador
100,26,Self-emp-inc,263541,Some-college,Widowed,Other-service,Wife,White,Female,39818,1803,44,China
101,75,Private,188881,HS-grad,Never-married,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,36732,2303,32,Portugal
102,33,Private,183924,Prof-school,Never-married,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,23210,3311,46,Iran
103,70,Private,275966,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,18333,1377,15,Ireland
104,46,Private,285522,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,4735,1290,51,Trinadad&Tobago
105,82,State-gov,145869,Assoc-voc,Divorced,Exec-managerial,Unmarried,White,Female,38533,2520,47,Taiwan
106,87,Private,22182,Assoc-voc,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,2023,4375,41,Germany
107,68,Private,231429,HS-grad,Married-spouse-absent,Prof-specialty,Not-in-family,Black,Female,38425,4044,41,Cuba
108,54,Local-gov,195133,Bachelors,Divorced,Adm-clerical,Other-relative,Black,Female,22446,3346,48,Iran
109,84,Private,72318,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,34104,425,46,Thailand
110,72,Private,104652,HS-grad,Widowed,Sales,Own-child,White,Female,16009,3644,45,Greece
111,68,Private,88448,Bachelors,Divorced,Other-service,Own-child,Asian-Pac-Islander,Female,22641,915,32,Outlying-US(Guam-USVI-etc)
112,81,Private,175419,Assoc-acdm,Divorced,Exec-managerial,Unmarried,Other,Female,28382,2466,47,Haiti
113,56,Self-emp-inc,197726,9th,Divorced,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,23273,45,52,United-States
114,78,Private,177379,Assoc-acdm,Never-married,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,33183,4491,34,Columbia
115,19,Federal-gov,385012,Bachelors,Married-civ-spouse,Other-service,Wife,Other,Female,35526,3248,14,Yugoslavia
116,84,Private,152077,HS-grad,Never-married,Adm-clerical,Not-in-family,Black,Female,12975,1783,46,Haiti
117,28,Private,182230,Some-college,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Female,13750,1402,34,Greece
118,44,Private,170650,HS-grad,Divorced,Other-service,Not-in-family,Black,Female,865,2698,36,Ireland
119,24,Private,158509,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,11342,1521,16,Hungary
120,76,Local-gov,97268,Bachelors,Divorced,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,9008,4379,33,Portugal
121,56,Private,30209,Some-college,Never-married,Sales,Unmarried,Asian-Pac-Islander,Female,27683,2203,57,Hong
122,44,Private,259878,Bachelors,Divorced,Machine-op-inspct,Wife,White,Female,22636,642,28,Cuba
123,57,Private,132328,Some-college,Never-married,Other-service,Wife,Asian-Pac-Islander,Female,22944,268,40,Guatemala
124,64,Private,195962,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,Black,Female,3095,2263,43,Vietnam
125,59,Private,251066,Masters,Never-married,Exec-managerial,Not-in-family,Other,Female,11686,1717,34,Outlying-US(Guam-USVI-etc)
126,27,Private,105669,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,30996,1757,37,Ireland
127,21,Private,169100,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female,18952,4055,46,Hungary
128,42,Private,186387,HS-grad,Married-civ-spouse,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,35358,2253,32,Vietnam
129,66,Private,124405,Masters,Widowed,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,2815,53,Trinadad&Tobago
130,51,Local-gov,271564,Bachelors,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Female,30693,1865,35,Iran
131,81,Private,186703,Assoc-voc,Never-married,Sales,Not-in-family,Black,Female,37192,4168,33,United-States
132,87,Private,239950,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Female,328,2292,64,Jamaica
133,68,Local-gov,124975,Some-college,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,16430,783,1,Philippines
134,43,Private,101563,Bachelors,Married-civ-spouse,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,39676,2699,37,Cambodia
135,72,Private,23655,Some-college,Widowed,Exec-managerial,Wife,Asian-Pac-Islander,Female,20617,3222,46,Jamaica
136,85,Private,148654,7th-8th,Never-married,Sales,Unmarried,Black,Female,39700,260,36,Honduras
137,54,Private,142565,Bachelors,Married-civ-spouse,Sales,Not-in-family,Asian-Pac-Islander,Female,32143,3665,39,India
138,57,Private,196263,Some-college,Divorced,Exec-managerial,Unmarried,Other,Female,9348,1196,59,Poland
139,84,Private,281830,HS-grad,Never-married,Other-service,Not-in-family,Other,Female,8050,3175,43,Jamaica
140,87,Private,194490,7th-8th,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,37451,3565,42,El-Salvador
141,44,Local-gov,38470,Some-college,Never-married,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Female,37076,118,36,Taiwan
142,84,Private,46245,Prof-school,Never-married,Other-service,Not-in-family,White,Female,0,3648,56,Canada
143,85,Private,25743,Some-college,Never-married,Other-service,Unmarried,White,Female,17234,548,33,Japan
144,37,Private,111691,HS-grad,Never-married,Exec-managerial,Unmarried,Other,Female,20637,1757,53,Jamaica
145,28,Local-gov,270464,Masters,Never-married,Sales,Own-child,White,Female,18262,1076,50,Peru
146,66,Private,140914,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,39791,2611,36,Iran
147,23,Private,118738,HS-grad,Never-married,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,19883,3698,17,Ecuador
148,81,Private,214471,HS-grad,Never-married,Prof-specialty,Unmarried,Other,Female,19101,1210,37,Canada
149,57,Self-emp-not-inc,261397,11th,Divorced,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,6315,4154,40,Iran
150,89,Private,362248,HS-grad,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,51,Honduras
151,78,Private,136108,HS-grad,Married-civ-spouse,Adm-clerical,Unmarried,White,Female,3757,1784,47,Trinadad&Tobago
152,70,Private,186093,5th-6th,Divorced,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Female,4333,1972,41,Thailand
153,59,Private,199273,Some-college,Married-civ-spouse,Adm-clerical,Not-in-family,Black,Female,35435,2536,32,Holand-Netherlands
154,88,Private,190882,HS-grad,Never-married,Prof-specialty,Own-child,Black,Female,30609,3357,71,Hong
155,51,Private,194776,Some-college,Married-civ-spouse,Adm-clerical,Wife,Other,Female,1119,835,39,Iran
156,47,Private,129670,Bachelors,Divorced,Adm-clerical,Own-child,Other,Female,3938,175,32,Outlying-US(Guam-USVI-etc)
157,89,Local-gov,343121,Some-college,Never-married,Tech-support,Wife,Asian-Pac-Islander,Female,11970,228,15,Poland
158,26,Private,135215,Bachelors,Never-married,Other-service,Not-in-family,Black,Female,4612,849,31,Peru
159,30,Local-gov,243716,12th,Widowed,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,15345,3106,34,Poland
160,19,Private,348477,Doctorate,Never-married,Adm-clerical,Not-in-family,Black,Female,2766,231,53,Laos
161,60,Private,40385,7th-8th,Never-married,Adm-clerical,Own-child,White,Female,2918,2145,43,India
162,19,Private,79847,Some-college,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,34634,2050,34,Nicaragua
163,90,Private,244048,Assoc-voc,Divorced,Exec-managerial,Wife,Asian-Pac-Islander,Female,23908,2468,16,China
164,23,Private,179751,Masters,Widowed,Exec-managerial,Own-child,Asian-Pac-Islander,Female,15541,0,60,Ecuador
165,53,Private,112140,10th,Divorced,Adm-clerical,Wife,Asian-Pac-Islander,Female,27081,1312,58,Scotland
166,68,Private,151117,Some-college,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,7023,909,9,Germany
167,28,Private,102891,Some-college,Divorced,Adm-clerical,Own-child,Asian-Pac-Islander,Female,5031,0,39,Nicaragua
168,56,Private,285886,HS-grad,Separated,Prof-specialty,Own-child,White,Female,10714,2007,47,France
169,22,Private,259119,Some-college,Divorced,Other-service,Not-in-family,Black,Female,35667,1176,45,Columbia
170,40,Private,278769,Some-college,Widowed,Machine-op-inspct,Own-child,Black,Female,18336,2380,33,Guatemala
171,71,Private,176748,HS-grad,Widowed,Prof-specialty,Own-child,Black,Female,30112,0,14,Cuba
172,25,Private,174949,Bachelors,Married-civ-spouse,Other-service,Own-child,Amer-Indian-Eskimo,Female,24647,4208,57,Philippines
173,17,Private,305783,HS-grad,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,36728,152,32,Scotland
174,44,Private,264734,HS-grad,Never-married,Prof-specialty,Unmarried,Black,Female,21555,4464,55,South
175,64,Federal-gov,119417,HS-grad,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Female,16864,778,59,Philippines
176,57,Private,155528,Masters,Never-married,Sales,Unmarried,Amer-Indian-Eskimo,Female,7174,2451,49,Italy
177,43,Private,185469,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,11094,904,2,Iran
178,29,Self-emp-not-inc,279371,Assoc-acdm,Divorced,Other-service,Wife,Other,Female,39006,4165,35,Laos
179,48,Private,53848,Some-college,Divorced,Sales,Unmarried,Black,Female,39262,3691,41,Cuba
180,37,Self-emp-not-inc,239221,Some-college,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,7295,733,16,Cuba
181,73,Private,139944,Some-college,Married-civ-spouse,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,2137,4384,46,India
182,26,Federal-gov,18955,Some-college,Never-married,Other-service,Own-child,Other,Female,40074,723,46,Outlying-US(Guam-USVI-etc)
183,26,Private,36533,11th,Never-married,Prof-specialty,Wife,Other,Female,26520,503,43,El-Salvador
184,55,Private,341698,HS-grad,Separated,Other-service,Unmarried,Asian-Pac-Islander,Female,11503,4356,46,England
185,29,Private,220298,Bachelors,Never-married,Adm-clerical,Wife,Asian-Pac-Islander,Female,30088,299,15,Peru
186,29,Local-gov,273176,Some-college,Married-civ-spouse,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,30564,3074,54,Hong
187,30,Local-gov,133439,HS-grad,Never-married,Protective-serv,Not-in-family,White,Female,31517,4458,38,Honduras
188,76,Private,95122,HS-grad,Divorced,Other-service,Own-child,Black,Female,4413,1408,57,Haiti
189,73,Private,219759,Some-college,Divorced,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,10709,3423,40,Germany
190,59,Private,136013,Bachelors,Never-married,Prof-specialty,Wife,Black,Female,24753,1880,35,Nicaragua
191,60,Local-gov,181209,10th,Never-married,Exec-managerial,Unmarried,Black,Female,32228,4460,38,India
192,50,Local-gov,118041,HS-grad,Widowed,Adm-clerical,Own-child,White,Female,3584,2215,40,Mexico
193,84,Private,183402,Some-college,Divorced,Sales,Not-in-family,Other,Female,35051,3311,34,Taiwan
194,78,Private,196639,Assoc-acdm,Divorced,Other-service,Own-child,Asian-Pac-Islander,Female,12794,2499,47,Laos
195,75,Private,286478,HS-grad,Divorced,Adm-clerical,Wife,White,Female,39120,698,45,Hong
196,25,Private,77589,Some-college,Divorced,Sales,Own-child,Black,Female,32512,919,37,Ecuador
197,41,Private,179513,Some-college,Never-married,Sales,Wife,Asian-Pac-Islander,Female,0,4391,41,Puerto-Rico
198,71,Private,18229,Prof-school,Divorced,Other-service,Other-relative,Black,Female,19544,3209,53,Trinadad&Tobago
199,78,Private,113263,11th,Widowed,Prof-specialty,Unmarried,Black,Female,34933,2142,8,Ireland
200,27,Private,243029,HS-grad,Divorced,Adm-clerical,Not-in-family,Black,Female,38403,1488,34,Hungary
201,86,Private,79909,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,2291,2154,45,Nicaragua
202,41,Private,60445,Some-college,Married-civ-spouse,Other-service,Not-in-family,Black,Female,1931,3225,40,Puerto-Rico
203,79,Private,26460,Assoc-voc,Never-married,Prof-specialty,Other-relative,Black,Female,40975,3484,36,Cambodia
204,40,Private,168512,HS-grad,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,13337,3540,45,Canada
205,79,Private,230714,HS-grad,Never-married,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Female,0,3596,46,Scotland
206,40,Private,121351,Assoc-voc,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,32902,361,32,Hungary
207,61,Private,43203,Some-college,Divorced,Craft-repair,Unmarried,White,Female,20925,0,9,Vietnam
208,44,Private,199529,HS-grad,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,30223,4452,42,Dominican-Republic
209,66,Self-emp-inc,231788,Some-college,Widowed,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,446,868,38,Vietnam
210,49,Private,81947,Some-college,Never-married,Craft-repair,Other-relative,Other,Female,20503,3904,39,Ireland
211,66,State-gov,247075,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,23502,1924,6,Japan
212,66,Private,318013,Bachelors,Divorced,Sales,Own-child,Other,Female,34309,3650,33,Germany
213,39,Private,176283,Some-college,Separated,Craft-repair,Own-child,Other,Female,26158,834,38,Thailand
214,64,Private,257875,HS-grad,Never-married,Sales,Not-in-family,White,Female,18787,1221,36,India
215,54,Private,207297,Masters,Divorced,Adm-clerical,Unmarried,Black,Female,0,3384,54,Greece
216,89,Private,45751,Prof-school,Divorced,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,26236,4097,36,Poland
217,60,Private,91966,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,Black,Female,11036,2384,47,Scotland
218,45,Local-gov,56858,5th-6th,Never-married,Tech-support,Wife,Other,Female,28375,2814,44,Honduras
219,36,Local-gov,171538,Some-college,Divorced,Other-service,Unmarried,White,Female,18980,2789,45,Columbia
220,55,Private,138366,Masters,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,24094,3628,37,Portugal
221,21,Private,296416,12th,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,13218,629,12,Mexico
222,76,Private,44209,Bachelors,Separated,Adm-clerical,Wife,White,Female,31207,1994,38,South
223,84,State-gov,96376,12th,Never-married,Adm-clerical,Wife,Asian-Pac-Islander,Female,2129,3596,45,Puerto-Rico
224,75,Private,235025,HS-grad,Married-civ-spouse,Sales,Not-in-family,Amer-Indian-Eskimo,Female,17252,3049,58,Hungary
225,67,Local-gov,130911,Bachelors,Divorced,Sales,Unmarried,Amer-Indian-Eskimo,Female,33825,1779,33,Yugoslavia
226,41,Federal-gov,86234,HS-grad,Widowed,Adm-clerical,Own-child,Black,Female,1477,1268,36,Philippines
227,76,Private,243220,Some-college,Divorced,Craft-repair,Unmarried,Asian-Pac-Islander,Female,23954,703,38,El-Salvador
228,18,Private,175977,HS-grad,Divorced,Adm-clerical,Own-child,Asian-Pac-Islander,Female,24991,4259,42,Italy
229,87,Private,53428,Some-college,Never-married,Transport-moving,Unmarried,Other,Female,4523,2842,56,South
230,86,Private,130474,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,9326,267,38,Thailand
231,87,Private,187351,Bachelors,Never-married,Other-service,Wife,Amer-Indian-Eskimo,Female,28802,2674,40,Germany
232,88,Private,296418,Preschool,Married-civ-spouse,Other-service,Not-in-family,Other,Female,5110,1851,35,El-Salvador
233,36,Private,147374,Some-college,Separated,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Female,25870,3176,55,Guatemala
234,42,Local-gov,189467,Some-college,Divorced,Prof-specialty,Unmarried,White,Female,36394,2750,43,France
235,54,Private,56191,Some-college,Never-married,Adm-clerical,Own-child,White,Female,30889,2633,41,Iran
236,40,Private,35671,HS-grad,Divorced,Other-service,Other-relative,White,Female,30097,3879,14,Holand-Netherlands
237,77,Private,204387,Some-college,Never-married,Other-service,Not-in-family,Other,Female,21328,2392,47,Taiwan
238,19,Private,62725,Assoc-voc,Never-married,Adm-clerical,Own-child,Other,Female,3294,350,41,Cuba
239,33,Private,215702,Assoc-acdm,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,25857,4515,40,Laos
